191.51, 800.0
85.74, 490.0
114.71, 600.0
113.98, 585.0
143.5, 698.0
125.0, 625.0
102.14, 465.0
143.28, 520.0
99.0, 700.0
58.93, 340.0
85.79, 480.0
77.34, 400.0
103.32, 470.0
66.21, 398.0
125.0, 480.0
130.0, 540.0
124.88, 515.0
95.18, 550.0
98.0, 540.0
123.35, 550.0
122.23, 560.0
55.2, 285.0
161.0, 920.0
80.0, 380.0
96.98, 520.0
107.87, 605.0
47.3, 260.0
114.76, 580.0
127.29, 660.0
70.12, 280.0
163.45, 758.0
79.6, 555.0
117.87, 500.0
139.6, 570.0
131.97, 490.0
106.19, 510.0
128.66, 695.0
97.79, 530.0
92.87, 520.0
98.43, 490.0
47.3, 280.0
84.77, 420.0
106.49, 500.0
125.12, 570.0
63.09, 370.0
61.0, 245.0
87.63, 480.0
96.5, 505.0
62.68, 366.0
59.45, 330.0
91.91, 435.0
136.97, 660.0
128.44, 810.0
93.0, 540.0
87.6, 450.0
86.77, 435.0
68.0, 450.0
77.03, 450.0
80.16, 405.0
115.18, 598.0
71.61, 389.0
86.0, 455.0
108.6, 558.0
114.0, 620.0
62.61, 460.0
110.8, 505.0
118.0, 488.0
55.2, 318.0
102.0, 550.0
58.0, 345.0
101.35, 488.0
84.26, 310.0
79.94, 390.0
119.89, 439.0
93.05, 450.0
94.0, 429.0
125.02, 580.0
102.33, 410.0
108.51, 515.0
94.52, 470.0
160.59, 850.0
110.89, 510.0
119.42, 430.0
128.0, 570.0
86.73, 480.0
124.34, 515.0
67.32, 378.0
122.23, 580.0
59.31, 235.0
92.48, 455.0
143.29, 520.0
138.7, 560.0
47.3, 269.0
55.79, 249.0
117.43, 528.0
94.58, 443.0
180.12, 810.0
79.95, 398.0
142.18, 550.0
56.83, 389.0
98.95, 438.0
107.95, 580.0
132.04, 520.0
124.25, 493.0
119.36, 500.0
48.57, 300.0
99.27, 425.0
62.61, 455.0
79.25, 450.0
79.98, 430.0
94.27, 405.0
96.25, 395.0
99.62, 480.0
137.7, 510.0
121.78, 550.0
96.78, 450.0
135.62, 620.0
96.91, 520.0
191.51, 800.0
119.97, 430.0
63.11, 360.0
95.25, 436.0
67.35, 210.0
88.92, 435.0
47.3, 280.0
58.57, 350.0
82.87, 408.0
146.77, 600.0
137.0, 638.0
99.75, 460.0
87.0, 470.0
